date,futures_price,futures_return,commodity,usd_index,interest_rate,vix,enso_oni,disaster_event_count,disaster_storm_count,disaster_fire_count,disaster_flood_count,temperature_anomaly,precipitation_anomaly,drought_index,extreme_heat_events
2018-04-30,392.5,0.012175735165814494,corn,107.94335714285714,1.76,18.267619047619046,-0.39,110.0,0.0,6.0,79.0,,,,
2018-05-31,394.0,0.003814372075471084,corn,111.04704090909091,1.86,14.124545454545455,-0.13,39.0,0.0,2.0,33.0,,,,
2018-06-30,350.25,-0.1177037240808172,corn,112.84441904761906,1.9,13.678095238095239,0.06,65.0,0.0,15.0,0.0,,,,
2018-07-31,372.25,0.06091848634700181,corn,113.05953333333333,1.96,13.147619047619049,0.14,46.0,0.0,24.0,5.0,,,,
2018-08-31,351.0,-0.058779448098253084,corn,113.83163043478261,2.03,12.54695652173913,0.27,80.0,0.0,14.0,18.0,,,,
2018-09-30,356.25,0.01484650811699506,corn,114.07866315789474,2.13,12.910526315789474,0.53,405.0,0.0,3.0,32.0,,,,
2018-10-31,363.25,0.01945857086753211,corn,114.83125909090909,2.25,19.35217391304348,0.81,327.0,0.0,0.0,30.0,,,,
2018-11-30,366.5,0.008907218876313294,corn,116.16904500000001,2.33,19.38904761904762,0.97,30.0,0.0,10.0,0.0,,,,
2018-12-31,375.0,0.022927504643704744,corn,116.2118052631579,2.37,24.953157894736844,0.92,38.0,0.0,0.0,0.0,,,,
2019-01-31,376.5,0.00399202126953746,corn,114.44248999999999,2.37,19.57238095238095,0.89,24.0,0.0,0.0,0.0,,,,
2019-02-28,362.0,-0.03927383541417662,corn,114.41300555555556,2.39,15.234736842105262,0.86,62.0,0.0,0.0,37.0,,,,
2019-03-31,356.5,-0.015309971971420921,corn,114.78351904761905,2.4,14.485238095238095,0.84,181.0,0.0,1.0,169.0,,,,
2019-04-30,353.25,-0.009158218289713638,corn,114.90375454545455,2.38,12.949047619047619,0.77,185.0,0.0,0.0,81.0,,,,
2019-05-31,427.0,0.1896079916639879,corn,115.95738181818182,2.35,16.721818181818183,0.64,130.0,0.0,0.0,61.0,,,,
2019-06-30,420.25,-0.015934240939899702,corn,115.42707,2.17,15.836000000000002,0.52,314.0,0.0,1.0,167.0,,,,
2019-07-31,400.25,-0.04876042041190143,corn,115.0775909090909,2.1,13.305909090909092,0.33,162.0,0.0,4.0,9.0,,,,
2019-08-31,358.0,-0.11155636547612335,corn,117.10038636363637,1.95,18.97909090909091,0.19,213.0,0.0,6.0,25.0,,,,
2019-09-30,388.0,0.08047235322257329,corn,117.32392,1.89,15.559000000000001,0.23,244.0,0.0,0.0,72.0,,,,
2019-10-31,390.0,0.005141399500418586,corn,116.74625909090909,1.65,15.466521739130435,0.39,75.0,0.0,10.0,7.0,,,,
2019-11-30,371.25,-0.0492710490067827,corn,116.55946842105263,1.54,12.5235,0.58,29.0,0.0,4.0,0.0,,,,
2019-12-31,387.75,0.04348511193973881,corn,115.90961,1.54,13.756666666666666,0.66,47.0,0.0,0.0,0.0,,,,
2020-01-31,381.25,-0.016905474135026743,corn,115.27938571428571,1.52,13.94095238095238,0.64,138.0,0.0,0.0,18.0,,,,
2020-02-29,366.5,-0.03945680659491568,corn,116.71054210526317,1.52,19.628947368421052,0.63,,,,,,,,
2020-03-31,340.75,-0.07284945075006366,corn,121.02274090909091,0.29,57.73681818181819,0.53,5842.0,0.0,1.0,3.0,,,,
2020-04-30,311.5,-0.08974973234913453,corn,123.28034545454544,0.14,41.453809523809525,0.3,2138.0,0.0,0.0,19.0,,,,
2020-05-31,325.75,0.044730877777446665,corn,122.61501000000001,0.13,30.897000000000002,0.01,63.0,0.0,5.0,0.0,,,,
2020-06-30,338.5,0.03839387634737523,corn,119.67660454545454,0.16,31.119545454545456,-0.23,72.0,0.0,8.0,0.0,,,,
2020-07-31,316.0,-0.0687818787654173,corn,118.69004999999999,0.13,26.840454545454545,-0.36,229.0,0.0,5.0,20.0,,,,
2020-08-31,348.5,0.09789601661366643,corn,116.94534761904762,0.1,22.88952380952381,-0.53,571.0,0.0,51.0,0.0,,,,
2020-09-30,379.0,0.08389797488184758,corn,116.34313333333334,0.11,27.64761904761905,-0.85,286.0,0.0,83.0,0.0,,,,
2020-10-31,398.5,0.05017129314784352,corn,115.77981428571428,0.1,29.438636363636363,-1.12,283.0,0.0,18.0,0.0,,,,
2020-11-30,419.75,0.05195179772738001,corn,114.09840000000001,0.09,24.9955,-1.2,15.0,0.0,1.0,1.0,,,,
2020-12-31,484.0,0.1424256107589823,corn,111.89921428571428,0.09,22.37409090909091,-1.08,75.0,0.0,1.0,0.0,,,,
2021-01-31,547.0,0.122363895705349,corn,111.48727222222222,0.08,24.91,-0.91,74.0,0.0,2.0,0.0,,,,
2021-02-28,555.5,0.015419806657703816,corn,112.01705263157895,0.04,23.140526315789476,-0.79,747.0,0.0,12.0,0.0,,,,
2021-03-31,564.25,0.0156288066179604,corn,113.33664347826087,0.03,21.84304347826087,-0.71,134.0,0.0,1.0,0.0,,,,
2021-04-30,740.0,0.27115277050056985,corn,112.63228636363637,0.02,17.416190476190476,-0.55,96.0,0.0,2.0,50.0,,,,
2021-05-31,656.75,-0.11934675763256575,corn,111.21226999999999,0.02,19.7605,-0.39,124.0,0.0,1.0,8.0,,,,
2021-06-30,720.0,0.09194778344445176,corn,111.57769545454545,0.04,16.956818181818182,-0.3,16.0,0.0,8.0,7.0,,,,
2021-07-31,547.0,-0.2748024095881201,corn,113.06331904761906,0.05,17.603333333333335,-0.35,54.0,0.0,12.0,0.0,,,,
2021-08-31,534.0,-0.024052963461786092,corn,113.40253636363636,0.05,17.472727272727273,-0.45,321.0,0.0,21.0,4.0,,,,
2021-09-30,536.75,0.005136597798695242,corn,113.44374761904761,0.04,19.824761904761903,-0.63,217.0,0.0,9.0,5.0,,,,
2021-10-31,568.25,0.05702902597376269,corn,114.06348499999999,0.05,17.871428571428574,-0.76,104.0,0.0,2.0,3.0,,,,
2021-11-30,567.0,-0.002202159004901283,corn,114.989795,0.05,18.50047619047619,-0.91,,,,,,,,
2021-12-31,593.25,0.0452565915881209,corn,115.8045380952381,0.06,21.354545454545455,-0.87,75.0,0.0,6.0,0.0,,,,
2022-01-31,626.0,0.053734475784225744,corn,115.03728000000001,0.15,23.181,-0.82,34.0,0.0,0.0,12.0,,,,
2022-02-28,697.5,0.10815214259542216,corn,114.99774210526316,0.33,25.748421052631578,-0.79,120.0,0.0,0.0,0.0,,,,
2022-03-31,748.75,0.07090263573413846,corn,116.29083913043478,0.44,26.968695652173913,-0.86,79.0,0.0,8.0,29.0,,,,
2022-04-30,818.25,0.08876276395163085,corn,117.16879523809523,0.76,24.3735,-0.95,16.0,0.0,11.0,0.0,,,,
2022-05-31,753.5,-0.08243889531473947,corn,119.69619047619047,0.98,29.313636363636363,-0.9,35.0,0.0,9.0,0.0,,,,
2022-06-30,743.75,-0.013024061206710513,corn,120.02570952380954,1.49,28.23318181818182,-0.78,39.0,0.0,3.0,7.0,,,,
2022-07-31,616.25,-0.18805223150294026,corn,122.7512,2.23,24.995238095238093,-0.76,128.0,0.0,4.0,39.0,,,,
2022-08-31,673.75,0.08920639686630771,corn,122.31775217391305,2.63,22.169565217391302,-0.87,43.0,0.0,6.0,7.0,,,,
2022-09-30,677.5,0.005550430530648853,corn,125.59460000000001,3.13,27.34181818181818,-0.97,364.0,0.0,8.0,0.0,,,,
2022-10-31,691.5,0.02045359835095706,corn,127.480605,3.72,30.005714285714287,-0.94,104.0,0.0,2.0,1.0,,,,
2022-11-30,662.0,-0.043597595167804926,corn,124.85272,4.15,23.29909090909091,-0.85,113.0,0.0,0.0,1.0,,,,
2022-12-31,678.5,0.02461892333791571,corn,122.23432857142858,4.25,21.784285714285716,-0.71,66.0,0.0,0.0,1.0,,,,
2023-01-31,679.75,0.001840604237655974,corn,119.81006500000001,4.54,20.16904761904762,-0.54,117.0,0.0,1.0,85.0,,,,
2023-02-28,629.5,-0.07679923002817812,corn,120.30837368421054,4.65,20.1205,-0.29,26.0,0.0,0.0,0.0,,,,
2023-03-31,660.5,0.04807127047797799,corn,120.74501304347825,4.69,21.644347826086957,-0.02,89.0,0.0,3.0,43.0,,,,
2023-04-30,636.0,-0.037798560622257504,corn,119.24514500000001,4.92,17.817894736842106,0.27,215.0,0.0,4.0,7.0,,,,
2023-05-31,594.0,-0.06831924397747713,corn,119.62925454545456,5.14,17.63608695652174,0.57,88.0,0.0,2.0,22.0,,,,
2023-06-30,554.5,-0.0688125125722232,corn,119.29695238095238,5.16,14.003181818181817,0.84,4.0,0.0,1.0,0.0,,,,
2023-07-31,504.0,-0.09549053871905322,corn,118.04916499999999,5.25,13.932380952380951,1.12,134.0,0.0,6.0,94.0,,,,
2023-08-31,461.0,-0.08917822507472017,corn,119.85634782608695,5.3,15.85391304347826,1.37,257.0,0.0,17.0,39.0,,,,
2023-09-30,476.75,0.03359420148388015,corn,121.64553000000001,5.32,15.173333333333332,1.6,125.0,0.0,0.0,10.0,,,,
2023-10-31,478.75,0.004186296014326629,corn,123.49714761904761,5.34,18.887727272727272,1.83,39.0,0.0,0.0,11.0,,,,
2023-11-30,461.75,-0.03615492141550636,corn,121.22211999999999,5.27,14.01909090909091,1.99,11.0,0.0,0.0,1.0,,,,
2023-12-31,471.25,0.02036511968287158,corn,119.83314,5.24,12.7185,2.06,14.0,0.0,0.0,5.0,,,,
2024-01-31,448.25,-0.050037626276978386,corn,120.22735714285714,5.22,13.388636363636364,1.92,23.0,0.0,0.0,9.0,,,,
2024-02-29,415.75,-0.07526699441220508,corn,121.06594,5.24,13.980476190476189,1.62,33.0,0.0,7.0,10.0,,,,
2024-03-31,442.0,0.06122576400466073,corn,120.65883333333333,5.24,13.7875,1.26,25.0,0.0,1.0,0.0,,,,
2024-04-30,439.5,-0.005672164952466474,corn,122.14281363636364,5.24,16.137727272727275,0.82,94.0,0.0,1.0,0.0,,,,
2024-05-31,446.25,0.015241615968617062,corn,121.8583409090909,5.25,13.058695652173913,0.49,202.0,0.0,2.0,98.0,,,,
2024-06-30,397.25,-0.11631352767702285,corn,123.70947894736841,5.24,12.667,0.22,124.0,0.0,18.0,36.0,,,,
2024-07-31,382.75,-0.03718377087903235,corn,123.38243636363636,5.2,14.373913043478263,0.08,223.0,0.0,39.0,13.0,,,,
2024-08-31,378.0,-0.012487838918205263,corn,122.61374090909091,5.05,19.312272727272727,-0.07,478.0,0.0,6.0,31.0,,,,
2024-09-30,424.75,0.1166065649324537,corn,121.88485499999999,4.72,17.663333333333334,-0.17,881.0,0.0,12.0,11.0,,,,
2024-10-31,410.75,-0.03351600363466378,corn,123.5952909090909,4.51,19.960869565217394,-0.21,188.0,0.0,8.0,2.0,,,,
2024-11-30,423.0,0.029387422128899665,corn,126.31133684210526,4.42,16.015238095238097,-0.3,89.0,0.0,6.0,1.0,,,,
2024-12-31,458.5,0.08058811265024168,corn,127.57578095238097,4.27,15.866190476190477,-0.42,4.0,0.0,3.0,0.0,,,,
2025-01-31,482.0,0.04998382235408094,corn,128.83695238095237,4.21,16.763636363636365,-0.45,30.0,0.0,9.0,3.0,,,,
2025-02-28,453.5,-0.060948844495408494,corn,127.87583157894737,4.22,16.968,-0.24,201.0,0.0,0.0,0.0,,,,
2025-03-31,457.25,0.0082350177157835,corn,126.24304285714285,4.2,21.841428571428573,-0.06,45.0,0.0,37.0,0.0,,,,
2025-04-30,467.25,0.021634159064697123,corn,124.14020000000001,4.21,31.966190476190473,0.02,420.0,0.0,3.0,0.0,,,,
2025-05-31,444.0,-0.0510398839034476,corn,122.3421619047619,4.25,20.46227272727273,-0.02,234.0,0.0,11.0,45.0,,,,
2025-06-30,420.5,-0.054380083019221814,corn,120.59387,4.23,18.403333333333336,-0.04,50.0,0.0,11.0,0.0,,,,
2025-07-31,394.0,-0.065093570115069,corn,120.11269090909092,4.25,16.381304347826084,-0.14,99.0,0.0,7.0,58.0,,,,
2025-08-31,398.0,0.010101095986503772,corn,120.57584285714286,4.12,15.75,-0.28,11.0,0.0,11.0,0.0,,,,
2025-09-30,415.5,0.04303060901106548,corn,120.0290619047619,3.92,15.789090909090909,-0.4,50.0,0.0,3.0,5.0,,,,
2025-10-31,431.5,0.0377848962279792,corn,120.7618,3.82,18.086521739130436,-0.51,30.0,0.0,0.0,10.0,,,,
2025-11-30,435.5,0.009227285769075166,corn,121.41771666666666,3.78,19.7695,-0.55,,,,,,,,
2025-12-31,440.25,0.010847951083757579,corn,120.18832272727272,3.59,15.548181818181819,-0.54,33.0,0.0,1.0,20.0,,,,
2010-01-31,914.0,,soybean,92.44030000000001,0.06,20.643157894736845,1.5,82.0,0.0,0.0,0.0,,,,
2010-02-28,951.0,0.0396834910912407,soybean,93.88668000000001,0.11,22.54,1.22,273.0,0.0,0.0,0.0,,,,
2010-03-31,941.0,-0.010570922960011053,soybean,93.14987826086957,0.15,17.767391304347825,0.84,307.0,0.0,0.0,48.0,,,,
2010-04-30,989.5,0.050256625457240744,soybean,92.63908636363637,0.16,17.424285714285716,0.35,232.0,0.0,0.0,95.0,,,,
2010-05-31,937.75,-0.053716376080623185,soybean,95.53063999999999,0.16,31.9295,-0.17,230.0,0.0,1.0,37.0,,,,
2010-06-30,948.5,0.011398400413072274,soybean,96.06062727272727,0.12,29.916363636363634,-0.66,44.0,0.0,4.0,5.0,,,,
2010-07-31,1052.5,0.10404177618146715,soybean,94.45469047619048,0.16,25.565238095238094,-1.05,176.0,0.0,5.0,3.0,,,,
2010-08-31,1008.0,-0.043200116925222076,soybean,93.68223181818183,0.16,24.74590909090909,-1.35,116.0,0.0,3.0,0.0,,,,
2010-09-30,1106.75,0.09345962298093635,soybean,92.76259523809524,0.15,22.517619047619046,-1.56,77.0,0.0,5.0,7.0,,,,
2010-10-31,1226.0,0.10232904488390648,soybean,90.22912,0.13,20.37333333333333,-1.64,85.0,0.0,0.0,0.0,,,,
2010-11-30,1243.0,0.013770975014554487,soybean,90.509535,0.14,20.095714285714287,-1.64,9.0,0.0,0.0,0.0,,,,
2010-12-31,1393.75,0.11447014369771757,soybean,91.18347142857144,0.14,17.56954545454545,-1.54,4.0,0.0,0.0,0.0,,,,
2011-01-31,1413.0,0.013717147476098646,soybean,90.11122,0.15,17.3155,-1.31,10.0,0.0,0.0,10.0,,,,
2011-02-28,1357.25,-0.040254509898967505,soybean,89.3966894736842,0.13,17.43,-1.04,235.0,0.0,6.0,3.0,,,,
